Trieda CK,číslo CK,identifikačné číslo DC,ID mosta,evidenčné číslo - staré,Stavebno-technický stav,správca DC (z aplikácie mosty),vlastnik DC (z aplikácie mosty),druh konštrukcie,materiál DC,zaťažiteľnosť normálna,zaťažiteľnost výhradná,zaťažiteľnosť výnimočná,spôsob stanovenia,predmet premostenia,Kraj (CK),Okres (CK),Spravca (CK),LongitudeE,LatitudeN,VyskaH
cesta II. triedy,546,M4634.01,M4634,50,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,12.0,22.0,154.0,odhadom,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.546527332,48.876067976,733.935249
cesta II. triedy,546,M4871.01,M4871,51,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,56.0,280.0,odhadom,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.537433461,48.875935273,756.0185
cesta II. triedy,546,M5467.01,M5467,52,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný železobetón,40.0,99.0,346.0,podľa tabuliek,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.533917575,48.876281386,768.35
cesta II. triedy,547,M2671.01,M2671,000B,Dobrý,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Košice","Národná dialnicná spolocnost, a.s.",trámová,monolitický predpätý betón,31.0,111.0,158.0,porovnávací výpočet,Cestná komunikácia,Košický kraj,Košice I,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Košice",21.271960855,48.740967265,227.76725
cesta II. triedy,547,M7645.01,M7645,1,Bezchybný,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",rámová,prefabrikovaný železobetón,50.0,89.0,420.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.267348395,48.74219521,216.737999
cesta II. triedy,547,M5850.01,M5850,2,Uspokojivý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",trámová,prefabrikovaný predpätý betón,24.0,47.0,103.0,podľa tabuliek,Železnica,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.262175275,48.742320124,220.85825
cesta II. triedy,547,M5421.01,M5421,3,Dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",trámová,prefabrikovaný predpätý betón,31.0,88.0,275.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.257932148,48.741304461,213.0965
cesta II. triedy,547,M6589.01,M6589,003A,Dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",trámová,prefabrikovaný predpätý betón,30.0,64.0,159.0,podľa tabuliek,Kanál,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.256924516,48.74087726,212.546499
cesta II. triedy,547,M2617.01,M2617,4,Dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",dosková,monolitický železobetón,26.0,45.0,247.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.239885757,48.742088787,224.1875
cesta II. triedy,547,M3184.01,M3184,5,Dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",dosková,prefabrikovaný železobetón,37.0,94.0,330.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.20803752,48.751719931,273.2065
cesta II. triedy,547,M2347.01,M2347,6,Dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",dosková,prefabrikovaný železobetón,37.0,94.0,330.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.192015113,48.756017835,292.448
cesta II. triedy,547,M3493.01,M3493,8,Veľmi dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",dosková,prefabrikovaný železobetón,35.0,75.0,255.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.18617172,48.758407528,300.778
cesta II. triedy,547,M7604.01,M7604,008A,Bezchybný,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",rámová,prefabrikovaný železobetón,50.0,107.0,378.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.174115043,48.763594034,349.153
cesta II. triedy,547,M2348.01,M2348,008B,Bezchybný,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",rámová,prefabrikovaný železobetón,50.0,107.0,378.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.165424497,48.764538708,384.3705
cesta II. triedy,547,M5008.01,M5008,9,Bezchybný,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",rámová,prefabrikovaný železobetón,50.0,107.0,378.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.164847987,48.764857673,387.414
cesta II. triedy,547,M1252.01,M1252,10,Dobrý,Správa komunikácií mesta Košice,"Košice (I., II., III., IV.)",klenbová,monolitický prostý betón,15.0,40.0,156.0,podľa tabuliek,Vodný tok,Košický kraj,Košice I,Správa komunikácií mesta Košice,21.127551811,48.783470124,430.154999
cesta II. triedy,547,M1911.01,M1911,11,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,trámová,prefabrikovaný železobetón,36.0,80.0,312.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.125962747,48.785001467,421.2345
cesta II. triedy,547,M2834.01,M2834,12,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,trámová,prefabrikovaný železobetón,36.0,80.0,312.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.125091711,48.787534447,413.833499
cesta II. triedy,547,M386.01,M386,13,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.120808693,48.792636055,403.37775
cesta II. triedy,547,M3589.01,M3589,14,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,99.0,308.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.115395573,48.795763883,399.50525
cesta II. triedy,547,M5949.01,M5949,15,Bezchybný,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,rámová,prefabrikovaný železobetón,50.0,107.0,378.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.109303249,48.799279511,413.864
cesta II. triedy,547,M4361.01,M4361,16,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,106.0,263.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.105624673,48.801408247,408.683
cesta II. triedy,547,M7625.01,M7625,17,Bezchybný,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,rámová,prefabrikovaný železobetón,50.0,107.0,378.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.101614016,48.803720104,392.622499
cesta II. triedy,547,M3739.01,M3739,18,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,103.0,321.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.096159064,48.810527559,358.546
cesta II. triedy,547,M496.01,M496,19,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný železobetón,27.0,64.0,153.0,podľa tabuliek,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.082412134,48.818958955,332.799499
cesta II. triedy,547,M854.01,M854,20,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,iná,monolitický predpätý betón,28.0,66.0,178.0,odhadom,Vodná nádrž,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.075912488,48.832535264,335.115999
cesta II. triedy,547,M836.01,M836,21,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný železobetón,30.0,78.0,257.0,odhadom,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.052127546,48.833629591,421.030499
cesta II. triedy,547,M6511.01,M6511,22,Zlý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,klenbová,monolitický železobetón,15.0,29.0,100.0,odhadom,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.024771607,48.851049916,468.441
cesta II. triedy,547,M7415.01,M7415,23,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,42.0,196.0,odhadom,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.014802343,48.855907558,377.0825
cesta II. triedy,547,M3140.01,M3140,24,Bezchybný,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",21.012831483,48.857098122,368.9375
cesta II. triedy,547,M3211.01,M3211,26,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,rámová,monolitický železobetón,35.0,80.0,420.0,podľa tabuliek,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.980714319,48.905345624,355.812
cesta II. triedy,547,M3056.01,M3056,28,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,trámová,prefabrikovaný železobetón,36.0,80.0,312.0,podľa tabuliek,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.943166578,48.911895816,355.35425
cesta II. triedy,547,M7519.01,M7519,29,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,25.0,68.0,280.0,odhadom,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.921902984,48.922141296,375.818499
cesta II. triedy,547,M6698.01,M6698,30,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,14.0,40.0,266.0,odhadom,Vodný tok,Košický kraj,Gelnica,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.912873229,48.924953476,380.989
cesta II. triedy,547,M4426.01,M4426,31,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný predpätý betón,26.0,78.0,269.0,podľa tabuliek,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.87203471,48.916078888,371.043999
cesta II. triedy,547,M4261.01,M4261,32,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,klenbová,kameň,32.0,80.0,196.0,projektovaná,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.861759682,48.921139947,375.531
cesta II. triedy,547,M1953.01,M1953,34,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,klenbová,monolitický železobetón,28.0,57.0,228.0,odhadom,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.856260522,48.927049153,370.801749
cesta II. triedy,547,M5146.01,M5146,35,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,22.0,31.0,234.0,odhadom,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.850442564,48.928375732,376.899999
cesta II. triedy,547,M7490.01,M7490,36,Veľmi dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,26.0,40.0,210.0,odhadom,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.839562574,48.933109745,373.462499
cesta II. triedy,547,M7265.01,M7265,37,Dobrý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,prefabrikovaný železobetón,38.0,87.0,285.0,podľa tabuliek,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.824477869,48.939140715,378.282
cesta II. triedy,547,M4502.01,M4502,38,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,dosková,monolitický železobetón,27.0,60.0,168.0,odhadom,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.818109518,48.942237104,378.444
cesta II. triedy,547,M7077.01,M7077,40,Bezchybný,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",Košický samosprávny kraj,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,Košický kraj,Spišská Nová Ves,"Správa ciest Košického samosprávneho kraja, Správa a údržba Spišská Nová Ves",20.782934546,48.970737647,405.162249
cesta II. triedy,547,M3605.01,M3605,43,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Poprad",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,67.0,152.0,podľa tabuliek,Vodný tok,Prešovský kraj,Levoča,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Poprad",20.754738351,48.99943632,430.651249
cesta II. triedy,547,M7539.01,M7539,44,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Poprad",Prešovský samosprávny kraj,dosková,monolitický železobetón,22.0,40.0,96.0,odhadom,Vodný tok,Prešovský kraj,Levoča,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Poprad",20.757286553,49.003719088,434.873
cesta II. triedy,548,M3473.01,M3473,3,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Moldava nad Bodvou",Košický samosprávny kraj,dosková,monolitický železobetón,12.0,26.0,140.0,odhadom,Kanál,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Moldava nad Bodvou",21.169523318,48.675077481,298.1495
cesta II. triedy,548,M7748.01,M7748,4,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Moldava nad Bodvou",Košický samosprávny kraj,dosková,monolitický železobetón,10.0,16.0,77.0,odhadom,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Moldava nad Bodvou",21.166339165,48.676144417,295.218999
cesta II. triedy,548,M6447.01,M6447,5,Uspokojivý,"Správa ciest Košického samosprávneho kraja, Správa a údržba Moldava nad Bodvou",Košický samosprávny kraj,dosková,monolitický železobetón,8.0,21.0,112.0,odhadom,Vodný tok,Košický kraj,Košice - okolie,"Správa ciest Košického samosprávneho kraja, Správa a údržba Moldava nad Bodvou",21.142274809,48.675850636,297.751
