Trieda PK,Číslo PK,Most /DC,Názov mosta,ID mosta,ID DC,správcovské číslo,Stavebno-technický stav,Longitude,Latitude,Vyska,Druh konštrukcie,Material,Normána zaťažiteľnost / t,Výhradná zaťažiteľnosť / t,Výnimočná zaťažiteľnosť / t,Spôsob stanovenie,Predmet premostenia,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia / m,Dĺžka nosnej konštrukcie / m,Volná šírka mosta/ m,Šírka medzi obrubami/ m,Pocha mosnej konštrukcie / m2,Plocha mosta / m2,Vlastník úseku,Správca úseku,Okres,Smer úseku,Typ úseku,Počiatočný uzol,Koncový uzol,úsek ID,úsekové staničenie začiatku DC / m,Kilometrovníkové staničenie začiatku DC / km,Kumulatívne staničenie začiatku DC / km,Poradie úsekov
cesta I. triedy,64,Most,64_082 Most cez zrážkový potok v obci Kľačno,M2919,M2919.01,82,Uspokojivý,18.641755578,48.894259087,356.1465,dosková,monolitický železobetón,6.0,12.0,112.0,odhadom,Vodný tok,1930.0,,1.0,3.5,,9.0,7.0,,,STAT,SSC - IVSC ZA,Prievidza,oba smery trasy CK,medzikrižovatkový,3522A20200,3522A16100,1284767,222,155.875,153.202,808.0
cesta I. triedy,64,Most,64_083 Most cez zrážkový potok v obci Kľačno,M3714,M3714.01,83,Zlý,18.644217242,48.897565946,367.493499,trámová,monolitický železobetón,5.0,13.0,23.0,odhadom,Vodný tok,1932.0,,1.0,4.54,,10.7,7.72,,,STAT,SSC - IVSC ZA,Prievidza,oba smery trasy CK,medzikrižovatkový,3522A20200,3522A16100,1284767,633,156.286,153.613,808.0
cesta I. triedy,64,Most,64_084 Most cez zrážkový potok v obci Kľačno,M5629,M5629.01,84,Zlý,18.655655678,48.908824512,380.039,dosková,monolitický železobetón,6.0,18.0,98.0,odhadom,Vodný tok,1932.0,,1.0,3.5,,9.55,7.0,,,STAT,SSC - IVSC ZA,Prievidza,oba smery trasy CK,medzikrižovatkový,3522A20000,3522A16200,1284765,714,157.894,155.158,811.0
cesta I. triedy,64,Most,64_085 Most cez rieku Nitra pred obcou Kľačno,M2628,M2628.01,85,Uspokojivý,18.648636244,48.918119094,423.839999,dosková,monolitický železobetón,20.0,58.0,259.0,podľa tabuliek,Vodný tok,1954.0,,1.0,5.1,,8.1,,,,STAT,SSC - IVSC ZA,Prievidza,oba smery trasy CK,medzikrižovatkový,3522A19900,3522A19800,1284764,711,159.35,156.578,815.0
cesta I. triedy,64,Most,64_086 Most cez potok Dolina pred obcou Kľačno,M5029,M5029.01,86,Dobrý,18.625849332,48.948991676,593.8025,dosková,monolitický železobetón,23.0,54.0,321.0,odhadom,Vodný tok,1954.0,,1.0,4.0,,8.05,7.0,,,STAT,SSC - IVSC ZA,Prievidza,oba smery trasy CK,medzikrižovatkový,3522A19800,3522B00200,1284763,24,163.229,160.538,816.0
cesta I. triedy,64,Most,64_087 Most cez rieku Nitra pred obcou Kľačno,M4550,M4550.01,87,Dobrý,18.624269233,48.954967728,622.82725,dosková,monolitický železobetón,14.0,32.0,276.0,odhadom,Vodný tok,1957.0,,1.0,4.16,,11.74,11.49,,,STAT,SSC - IVSC ZA,Prievidza,oba smery trasy CK,medzikrižovatkový,3522A19800,3522B00200,1284763,803,164.022,161.317,816.0
cesta I. triedy,64,Most,64_088 Most cez potok za obcou Fačkov,M5634,M5634.01,88,Zlý,18.60174242,48.978256138,603.743,dosková,prefabrikovaný železobetón,15.0,49.0,167.0,podľa tabuliek,Vodný tok,1963.0,,1.0,4.97,,9.0,8.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,3522B00200,3522A10800,7317,2267,168.658,165.433,817.0
cesta I. triedy,64,Most,"64_089 Most cez potok Reváňka za Reváňom, k.ú. Fačkov",M1116,M1116.01,89,Veľmi zlý,18.596554368,48.981912231,594.4655,dosková,prefabrikovaný železobetón,29.0,64.0,280.0,podľa tabuliek,Vodný tok,1984.0,,1.0,4.7,,12.0,10.8,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,3522A10800,3522A00200,402327,403,169.22,165.995,818.0
cesta I. triedy,64,Most,64_090 Most cez bezmenný potok v obci Fačkov,M3584,M3584.01,90,Uspokojivý,18.598695998,49.010603551,538.558999,trámová,prefabrikovaný železobetón,28.0,65.0,350.0,podľa tabuliek,Vodný tok,1974.0,,1.0,3.65,,10.74,8.38,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,3522A11300,3522A11400,402343,19,172.972,169.764,824.0
cesta I. triedy,64,Most,64_091 Most cez potok Chocera pred obcou Fačkov,M2389,M2389.01,91,Veľmi dobrý,18.613666905,49.016547417,522.5145,klenbová,monolitický prostý betón,38.0,75.0,125.0,podľa tabuliek,Vodný tok,1890.0,,1.0,2.1,,7.55,7.15,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,3522A11800,2544A48000,402348,745,174.376,171.191,829.0
cesta I. triedy,64,Most,64_092 Most cez potok Rybná za obcu Rajecká Lesná,M2793,M2793.01,92,Uspokojivý,18.622945309,49.032459853,509.989499,dosková,prefabrikovaný železobetón,30.0,80.0,280.0,podľa tabuliek,Vodný tok,1961.0,,1.0,8.0,,9.0,8.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2544A48000,2544A48100,402349,85,176.372,173.124,830.0
cesta I. triedy,64,Most,"64_093 Most cez potok Lesnianka, k.ú. Rajecká Lesná",M4729,M4729.01,93,Veľmi dobrý,18.621101684,49.046572708,496.323999,trámová,monolitický železobetón,32.0,80.0,196.0,odhadom,Vodný tok,1941.0,,1.0,8.6,,7.5,7.5,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2544A02500,2544A45300,136,174,177.841,174.636,832.0
cesta I. triedy,64,Most,64_094 Most cez rieku Rajčianka v obci Šuja,M6690,M6690.01,94,Veľmi dobrý,18.629507658,49.071099024,468.68875,dosková,monolitický železobetón,22.0,92.0,112.0,podľa tabuliek,Vodný tok,1955.0,,2.0,23.9,,9.5,7.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2544A45700,2544A45800,398621,33,180.72,177.518,837.0
cesta I. triedy,64,Most,64_094 Most cez rieku Rajčianka v obci Šuja,M6690,M6690.01,94,Veľmi dobrý,18.629507658,49.071099024,468.68875,dosková,monolitický železobetón,22.0,92.0,112.0,podľa tabuliek,Vodný tok,1955.0,,2.0,23.9,,9.5,7.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2544A45800,2544A45900,398622,0,180.74,177.538,838.0
cesta I. triedy,64,Most,64_096 Most cez rieku Rajčianka pred obcou Rajec,M995,M995.01,96,Zlý,18.642111695,49.095314122,445.9755,trámová,prefabrikovaný predpätý betón,16.0,48.0,88.0,podľa tabuliek,Vodný tok,1963.0,,1.0,17.45,,11.0,8.5,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2544A44100,2544A44200,398605,15,184.126,180.899,873.0
cesta I. triedy,64,Most,64_099 Most cez potok Porubský v obci Rajecké Teplice,M6754,M6754.01,99,Uspokojivý,18.675679335,49.125811567,418.96825,trámová,monolitický železobetón,17.0,28.0,128.0,podľa tabuliek,Vodný tok,1934.0,,1.0,5.35,,7.3,6.8,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A29300,2633A29400,398655,62,188.721,185.482,885.0
cesta I. triedy,64,Most,64_100 Most cez rieku Rajčianka v obci Rajecké Teplice,M3608,M3608.01,100,Uspokojivý,18.681869466,49.130491072,413.80975,trámová,monolitický železobetón,25.0,46.0,156.0,odhadom,Vodný tok,1957.0,,1.0,15.8,,12.0,8.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A39900,2633A05400,402126,62,189.586,186.347,894.0
cesta I. triedy,64,Most,"Most 64-104 cez rieku Rajčanka, Poluvsie",M9915,M9915.01,64-104,Bezchybný,18.71969,49.14197,393.79,trámová,prefabrikovaný predpätý betón,32.0,90.0,300.0,projektovaná,Vodný tok,2020.0,STN EN 1991-2,1.0,22.03,24.8,8.5,8.5,242.92,187.255,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A40000,2633A01900,402127,927,193.282,190.032,899.0
cesta I. triedy,64,Most,64_105 Most cez Turský potok za obcou Porúbka,M1692,M1692.01,105,Dobrý,18.729590252,49.148059529,386.096,rámová,prefabrikovaný železobetón,45.0,95.0,380.0,podľa tabuliek,Vodný tok,1967.0,,1.0,3.0,,8.5,7.8,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A40000,2633A01900,402127,1991,194.346,191.096,899.0
cesta I. triedy,64,Most,64_107 Most cez Rajčianku v obci Porúbka,M1704,M1704.01,107,Havarijný,18.723072885,49.157509913,379.334749,trámová,prefabrikovaný predpätý betón,12.0,30.0,66.0,podľa tabuliek,Vodný tok,1964.0,,2.0,29.3,,10.0,8.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A40500,2633A01700,402132,157,195.468,192.312,905.0
cesta I. triedy,64,Most,64_108 Most cez potok Svinianka pred obcou Porúbka,M1424,M1424.01,108,Zlý,18.724185564,49.16030956,377.444749,dosková,prefabrikovaný železobetón,24.0,68.0,232.0,podľa tabuliek,Vodný tok,1962.0,,1.0,7.0,,8.5,7.5,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A40500,2633A01700,402132,496,195.807,192.651,905.0
cesta I. triedy,64,Most,"64_109 Most cez potok Lietavka, k.ú. Lietavská Lúčka",M3512,M3512.01,109,Uspokojivý,18.721851725,49.167082888,371.939499,trámová,prefabrikovaný železobetón,35.0,75.0,140.0,porovnávací výpočet,Vodný tok,1980.0,,1.0,5.14,,10.5,9.5,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A01700,2633A01600,2611,757,196.582,193.426,906.0
cesta I. triedy,64,Most,64_114 Most cez rieku Rajčianka pred obcou Lietavská Lúčka,M121,M121.01,114,Zlý,18.727188541,49.178379886,365.21975,dosková,monolitický železobetón,17.0,46.0,59.0,podľa tabuliek,Vodný tok,1951.0,,2.0,27.8,,10.45,8.06,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A41100,2633A41200,402155,102,197.977,194.835,915.0
cesta I. triedy,64a,Most,64_001 Hraničný most SR/MR cez Dunaj v Komárne,M3318,M3318.01,1,Zlý,18.12048,47.74982,118.11,priehradová,oceľ -  priehradová,20.0,40.0,50.0,projektovaná,Vodný tok,1892.0,,4.0,413.0,,6.6,5.8,,,STAT,SSC - IVSC BA,Komárno,oba smery trasy CK,medzikrižovatkový,4543A00300,4543A15100,1726,0,-0.024,0.0,1.0
cesta I. triedy,64a,Most,64_002 Sklopný most cez rameno Dunaja v Komárne,M7180,M7180.01,2,Zlý,18.12213832,47.755479673,118.58275,iná,oceľ -  plnostenná,50.0,60.0,100.0,odhadom,Vodný tok,1968.0,,1.0,44.0,,11.5,7.0,,,STAT,SSC - IVSC BA,Komárno,oba smery trasy CK,medzikrižovatkový,4543A31300,4543A15200,917470,69,0.427,0.451,3.0
cesta I. triedy,64a,Most,64_002A Estakáda ku sklopnému mostu v Komárne,M2522,M2522.01,002A,Uspokojivý,18.123053627,47.756759072,117.8695,dosková,monolitický železobetón,31.0,92.0,225.0,porovnávací výpočet,"Miestna komunikácia,  Účelová komunikácia,  Železnica",1968.0,,10.0,211.3,,11.5,7.0,,,STAT,SSC - IVSC BA,Komárno,oba smery trasy CK,medzikrižovatkový,4543A31300,4543A15200,917470,143,0.501,0.525,3.0
cesta I. triedy,64b,Most,"Most nad IV.Okružnou km 7,090",M9944,M9944.01,SO 217-00,Nezistený,18.73523,49.19662,,dosková,iný materiál,0.0,0.0,0.0,(neznámy),Iná prekážka,2021.0,,3.0,63.395,,15.1,12.75,,887.5,NDS,NDS - SSUD PB,Žilina,v smere trasy CK,lúč,2631A57814,2631A57809,1226936,7,0.155,0.167,2.0
cesta I. triedy,64b,Most,"Most nad potokom km 5,560",M9942,M9942.01,SO 213-00,Nezistený,18.74101,49.18402,,oblúková,iný materiál,0.0,0.0,0.0,(neznámy),Vodný tok,2021.0,,1.0,9.05,,,,,530.7,NDS,NDS - SSUD PB,Žilina,v smere trasy CK,medzikrižovatkový,2631A57811,2633A67500,1226935,1195,1.693,1.73,16.0
cesta I. triedy,64b,Most,"Most nad poľnou cestou km 5,46",M9941,M9941.01,SO 212-00,Nezistený,18.74075,49.18336,,oblúková,iný materiál,0.0,0.0,0.0,(neznámy),Miestna komunikácia,2021.0,,1.0,11.71,,,,,387.55,NDS,NDS - SSUD PB,Žilina,v smere trasy CK,medzikrižovatkový,2631A57811,2633A67500,1226935,1282,1.78,1.817,16.0
cesta I. triedy,64b,Most,"Most nad potokom km 5,560",M9942,M9942.01,SO 213-00,Nezistený,18.74101,49.18402,,oblúková,iný materiál,0.0,0.0,0.0,(neznámy),Vodný tok,2021.0,,1.0,9.05,,,,,530.7,NDS,NDS - SSUD PB,Žilina,proti smeru trasy CK,medzikrižovatkový,2633A67500,2631A57810,1226916,821,1.704,1.741,17.0
cesta I. triedy,64b,Most,"Most nad poľnou cestou km 5,46",M9941,M9941.01,SO 212-00,Nezistený,18.74075,49.18336,,oblúková,iný materiál,0.0,0.0,0.0,(neznámy),Miestna komunikácia,2021.0,,1.0,11.71,,,,,387.55,NDS,NDS - SSUD PB,Žilina,proti smeru trasy CK,medzikrižovatkový,2633A67500,2631A57810,1226916,710,1.803,1.852,17.0
cesta I. triedy,64b,Most,"Most nad IV.Okružnou km 7,090",M9944,M9944.01,SO 217-00,Nezistený,18.73523,49.19662,,dosková,iný materiál,0.0,0.0,0.0,(neznámy),Iná prekážka,2021.0,,3.0,63.395,,15.1,12.75,,887.5,NDS,NDS - SSUD PB,Žilina,proti smeru trasy CK,lúč,2631A57808,2631A57815,1226932,142,0.234,0.245,19.0
cesta I. triedy,64d,Most,64_030 Most cez rieku Nitru za mestom Topoľčany,M3882,M3882.01,30,Veľmi zlý,18.183842362,48.554608215,171.1,dosková,monolitický železobetón,25.0,120.0,130.0,porovnávací výpočet,Vodný tok,1954.0,,3.0,85.65,,10.7,8.0,,,STAT,SSC - IVSC BA,Topoľčany,oba smery trasy CK,medzikrižovatkový,3541A08705,3541A55200,427991,158,,0.158,3.0
cesta I. triedy,64d,Most,64_031 Most cez kanál v Topoľčanoch,M1470,M1470.01,31,Uspokojivý,18.179139855,48.555949351,170.307499,dosková,monolitický železobetón,13.0,41.0,260.0,podľa tabuliek,Iná prekážka,1954.0,,1.0,4.0,,10.7,8.0,,,STAT,SSC - IVSC BA,Topoľčany,"neaplikovateľný, nepoužiteľný",vetva,3541A24504,3541A24502,547022,8,,,8.0
cesta I. triedy,64d,Most,64_031 Most cez kanál v Topoľčanoch,M1470,M1470.01,31,Uspokojivý,18.179139855,48.555949351,170.307499,dosková,monolitický železobetón,13.0,41.0,260.0,podľa tabuliek,Iná prekážka,1954.0,,1.0,4.0,,10.7,8.0,,,STAT,SSC - IVSC BA,Topoľčany,"neaplikovateľný, nepoužiteľný",vetva,3541A24502,3541A24505,546996,0,,,13.0
cesta I. triedy,64d,Most,64_031 Most cez kanál v Topoľčanoch,M1470,M1470.01,31,Uspokojivý,18.179139855,48.555949351,170.307499,dosková,monolitický železobetón,13.0,41.0,260.0,podľa tabuliek,Iná prekážka,1954.0,,1.0,4.0,,10.7,8.0,,,STAT,SSC - IVSC BA,Topoľčany,oba smery trasy CK,medzikrižovatkový,3541A24502,3541A55100,547000,0,,0.52,14.0
cesta I. triedy,64d,Most,64_033 Most cez Bedzanský potok v Topoľčanoch,M4128,M4128.01,33,Uspokojivý,18.190972137,48.577004095,174.952999,dosková,monolitický železobetón,30.0,49.0,306.0,porovnávací výpočet,Vodný tok,1951.0,,1.0,9.5,,7.8,7.8,,,STAT,SSC - IVSC BA,Topoľčany,oba smery trasy CK,medzikrižovatkový,3541A00601,3541A09102,940121,304,,3.275,50.0
cesta I. triedy,64E,Most,64A_001A Most nad železnicou a Porubským potokom v obci Rajecké Teplice,M2103,M2103.01,001A,Bezchybný,18.674845091,49.127772179,426.103749,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,2003.0,,5.0,130.6,,11.5,11.5,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A05204,2633A29200,1109192,172,,0.366,4.0
cesta I. triedy,64E,Most,64A_002A Most cez Rajčianku v obci Rajecké Teplice,M7498,M7498.01,002A,Veľmi dobrý,18.679794883,49.130031771,417.3965,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,2003.0,,1.0,27.59,,8.0,8.0,,,STAT,SSC - IVSC ZA,Žilina,oba smery trasy CK,medzikrižovatkový,2633A29200,2633A05400,398654,183,,0.876,5.0
cesta I. triedy,65,Most,65_001 Most cez zrážkový potok za mestom Nitra,M3114,M3114.01,1,Zlý,18.130828699,48.323651129,174.2075,dosková,monolitický železobetón,9.0,30.0,157.0,odhadom,Vodný tok,1942.0,,1.0,3.0,,10.5,10.1,,,STAT,SSC - IVSC BA,Nitra,oba smery trasy CK,medzikrižovatkový,4521A50900,4521A02300,509978,836,1.701,1.63,10.0
cesta I. triedy,65,Most,"65_002 Most cez odpad z drenáže pri majeri Malanta, Nitra - Chrenová",M5828,M5828.01,2,Veľmi zlý,18.147843268,48.330093679,177.262499,dosková,monolitický železobetón,8.0,38.0,169.0,odhadom,Vodný tok,1942.0,,1.0,3.1,,10.7,10.3,,,STAT,SSC - IVSC BA,Nitra,oba smery trasy CK,medzikrižovatkový,4521A32600,4521A32700,509754,274,3.123,3.077,12.0
cesta I. triedy,65,Most,"65_003 Most cez zrážkový potok pri majeri Malanta, Nitra - Chrenová",M4561,M4561.01,3,Veľmi zlý,18.155689471,48.333091427,192.951499,dosková,monolitický železobetón,11.0,19.0,87.0,odhadom,Kanál,1942.0,,1.0,3.5,,11.6,8.7,,,STAT,SSC - IVSC BA,Nitra,oba smery trasy CK,medzikrižovatkový,4521A32700,4521A02400,509755,346,3.785,3.745,13.0
cesta I. triedy,65,Most,65_004 Most cez zrážkový potok pri obci Dolné Štitáre,M5635,M5635.01,4,Veľmi zlý,18.172167501,48.344753153,210.561,dosková,monolitický železobetón,11.0,51.0,230.0,odhadom,Vodný tok,1942.0,,1.0,3.0,,10.8,10.4,,,STAT,SSC - IVSC BA,Nitra,oba smery trasy CK,medzikrižovatkový,3543A29400,3543A29500,509329,48,5.572,5.551,15.0
cesta I. triedy,65,Most,65_007 Most cez potok Becegi pri obci Koliňany,M3981,M3981.01,7,Uspokojivý,18.204771417,48.365481838,190.407999,trámová,monolitický železobetón,32.0,74.0,196.0,porovnávací výpočet,Vodný tok,1942.0,,1.0,9.4,,10.1,7.0,,,STAT,SSC - IVSC BA,Nitra,oba smery trasy CK,medzikrižovatkový,3543A01000,3543A28400,1503,44,9.273,9.276,20.0
cesta I. triedy,65,Most,65_008 Most cez odvodňovací kanál pri obci Neverice,M3963,M3963.01,8,Uspokojivý,18.274863925,48.362042304,174.156499,trámová,monolitický železobetón,29.0,60.0,196.0,porovnávací výpočet,Kanál,1943.0,,1.0,13.4,,10.0,6.95,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3543A10500,3543A01101,285838,531,14.66,14.638,23.0
cesta I. triedy,65,Most,65_009 Most cez zrážkový potok pri obci Beladice,M6992,M6992.01,9,Zlý,18.301950145,48.343357191,172.103,dosková,monolitický železobetón,11.0,27.0,93.0,odhadom,Vodný tok,1943.0,,1.0,4.5,,11.0,6.15,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3543A11900,3543A12000,285998,94,17.781,17.708,31.0
cesta I. triedy,65,Most,65_010 Most cez potok Choča pri obci Choča,M3337,M3337.01,10,Uspokojivý,18.328620317,48.340747097,171.492499,trámová,monolitický železobetón,34.0,81.0,200.0,odhadom,Vodný tok,1956.0,,1.0,16.5,,10.2,9.15,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3543A01300,3544A00303,94578,157,19.913,19.897,33.0
cesta I. triedy,65,Most,65_011 Most cez bezmenný potok pri obci Tesáre nad Žitavou,M5070,M5070.01,11,Uspokojivý,18.346412795,48.343753607,182.293999,dosková,monolitický železobetón,19.0,47.0,245.0,odhadom,Vodný tok,1947.0,,1.0,2.65,,10.2,8.2,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3543A01300,3544A00303,94578,1752,21.386,21.492,33.0
cesta I. triedy,65,Most,65_012 Most nad železnicou pri obci Tesáre nad Žitavou,M4642,M4642.01,12,Uspokojivý,18.362381376,48.349426338,180.688999,dosková,monolitický železobetón,32.0,80.0,196.0,porovnávací výpočet,Železnica,1948.0,,1.0,12.6,,10.5,9.3,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3543A01300,3544A00303,94578,3095,22.777,22.835,33.0
cesta I. triedy,65,Most,65_013 Most nad poľnou cestou pri obci Tesáre nad Žitavou,M1023,M1023.01,13,Uspokojivý,18.362799028,48.349496585,180.2795,klenbová,monolitický železobetón,31.0,78.0,196.0,porovnávací výpočet,Účelová komunikácia,1947.0,,1.0,5.45,,10.8,,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3543A01300,3544A00303,94578,3131,22.813,22.871,33.0
cesta I. triedy,65,Most,"65-016 Most nad riekou Žitava, Tesáre nad Žitavou",M8327,M8327.01,16,Dobrý,18.37236,48.35003,166.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,2010.0,STN 73 6203/1996,1.0,30.47,33.35,11.722,11.722,481.0,497.5,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3544A00301,3544A05305,1855,431,23.532,23.575,35.0
cesta I. triedy,65,Most,65_017 Most cez bezmenný potok pri obci Chýzerovce,M7339,M7339.01,17,Zlý,18.379678773,48.354953261,184.609249,dosková,monolitický železobetón,14.0,68.0,271.0,odhadom,Účelová komunikácia,1947.0,,1.0,2.5,,10.35,9.4,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3544A05307,3544A00201,93380,422,24.172,24.405,41.0
cesta I. triedy,65,Most,65_018 Most nad poľnou cestou pri obci Chýzerovce,M2635,M2635.01,18,Zlý,18.386776886,48.363904591,185.171499,dosková,monolitický železobetón,31.0,59.0,204.0,odhadom,Účelová komunikácia,1947.0,,1.0,4.85,,10.35,9.35,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3544A00202,3544A12600,1860,386,25.394,25.568,46.0
cesta I. triedy,65,Most,65_020 Most nad železnicou pri Zlatých Moravciach,M665,M665.01,20,Zlý,18.422489278,48.373397571,221.41425,dosková,prefabrikovaný predpätý betón,29.9,57.1,175.8,statický výpočet podľa TP 02/2016,Železnica,1968.0,,3.0,40.75,,13.0,10.5,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3544A12700,3544A12801,285849,413,28.452,28.64,63.0
cesta I. triedy,65,Most,"65_021 Most cez potok Širočina pri majeri Čierna Dolina, Olichov",M3515,M3515.01,21,Uspokojivý,18.439625208,48.369824881,216.198,dosková,prefabrikovaný železobetón,27.0,66.0,336.0,odhadom,Vodný tok,1968.0,,1.0,4.05,,11.5,10.5,,,STAT,SSC - IVSC BA,Zlaté Moravce,oba smery trasy CK,medzikrižovatkový,3544A12802,3544A12900,928938,140,29.828,30.009,65.0
cesta I. triedy,65,Most,"65_027A Most cez potok Kliča, k.ú. Orovnica",M1492,M1492.01,027A,Uspokojivý,18.576684173,48.361888853,192.217999,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2003.0,,1.0,10.06,,9.5,9.5,,,STAT,SSC - IVSC BB,Žarnovica,oba smery trasy CK,lúč,3544A02711,3544A02706,435876,166,41.652,34.937,76.0
cesta I. triedy,65,Most,65_028 Most cez potok Hradiský pri obci Orovnica,M214,M214.01,28,Veľmi zlý,18.59835781,48.376210903,209.7415,dosková,monolitický železobetón,14.0,31.0,121.0,odhadom,Vodný tok,1938.0,,1.0,8.45,,9.55,7.75,,,STAT,SSC - IVSC BB,Žarnovica,oba smery trasy CK,medzikrižovatkový,3544A30300,3544A00900,423670,133,43.962,37.241,79.0
cesta I. triedy,65,Most,65-029_Most cez Irečkov potok pri Orovnici,M5021,M5021.01,29,Veľmi zlý,18.598519573,48.380823439,205.839999,klenbová,monolitický prostý betón,50.0,60.0,100.0,odhadom,Vodný tok,1938.0,,1.0,3.05,7.4,8.0,7.6,,,STAT,SSC - IVSC BB,Žarnovica,oba smery trasy CK,medzikrižovatkový,3544A29100,3544A01000,423658,330,44.49,37.769,81.0
cesta I. triedy,65,Most,65_030 Most cez Hlboký jarok pri obci Orovnica,M6891,M6891.01,30,Zlý,18.599933998,48.382504504,203.964999,dosková,monolitický železobetón,13.0,40.0,350.0,odhadom,Vodný tok,1940.0,,1.0,3.0,,8.0,7.0,,,STAT,SSC - IVSC BB,Žarnovica,oba smery trasy CK,medzikrižovatkový,3544A29100,3544A01000,423658,542,44.702,37.981,81.0
