Trieda CK,Číslo CK,Pôvodné číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer_úseku,Typ_úseku,Vlastník CK,Typ správcu CK,Správca CK,Kraj,Okres,Pokračovanie,Poradie,Usek ID,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku - DC,Kumulatívne staničenie začiatku - DC,Kilometrovníkové staničenie začiatku - UZLA,Kumulatívne staničenie začiatku -UZLA
cesta I. triedy,16,50,182A,M6468,"50_182A Most ned obslužnou komunikáciou, k.ú. Zvolen",,1988.0,,,1.0,10.9,,16.2,16.2,,,Veľmi dobrý,19.168305124,48.56731267,300.18575,Slovenská správa ciest - IVSC Banská Bystrica,Štát,10.9,dosková,prefabrikovaný predpätý betón,48.0,120.0,357.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,3.0,13,474361,3632A27700,3632A27800,201,64,239.948,5272,239884.0,5208
cesta I. triedy,16,50,183,M1710,"50-183 Most nad železničnou traťou, Lieskovec",,1938.0,,,3.0,47.0,,11.0,9.0,,,Uspokojivý,19.195752529,48.571303536,316.8125,Slovenská správa ciest - IVSC Banská Bystrica,Štát,47.0,trámová,monolitický železobetón,25.0,92.0,169.0,porovnávací výpočet,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,3.0,15,474363,3632A27900,3632A01300,479,260,242.235,7518,241975.0,7258
cesta I. triedy,16,50,184,M2052,50_184 Most cez bezmenný potok pri obci Zvolenská Slatina,,1950.0,,,1.0,4.14,,11.0,10.0,,,Dobrý,19.248482359,48.562131064,338.9045,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.14,dosková,monolitický železobetón,26.0,48.0,220.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,3.0,18,474244,3632A20300,3632A20400,1153,455,246.333,11672,245878.0,11217
cesta I. triedy,16,50,185,M1956,50_185 Most cez potok Slatinka v obci Zvolenská Slatina,,1950.0,,,1.0,6.0,,15.5,11.5,,,Dobrý,19.257092535,48.559856757,335.731499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.0,dosková,monolitický železobetón,30.0,55.0,281.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,3.0,19,474245,3632A20400,3632A20500,94,7,247.038,12377,247031.0,12370
cesta I. triedy,16,50,186,M6297,50_186 Most cez potok Serava v obci Zvolenská Slatina,,1935.0,,,1.0,6.8,,11.0,9.0,,,Dobrý,19.265510796,48.562071189,332.960999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.8,dosková,monolitický železobetón,11.0,16.0,100.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,3.0,25,474255,3632A21400,3632A21500,159,39,247.757,13050,247718.0,13011
cesta I. triedy,16,50,187,M5952,50_187 Most cez zátopové územie za obcou Zvolenská Slatina,,1935.0,,,1.0,4.3,,10.45,9.45,,,Veľmi zlý,19.275345186,48.56133839,343.29325,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.3,dosková,monolitický železobetón,26.0,40.0,118.0,odhadom,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,3.0,28,474257,3632A21600,3632A21700,693,367,248.631,13850,248190.0,13483
cesta I. triedy,16,50,189,M6105,50_189 Most cez zátopové územie pred obcou Vígľaš,,1935.0,,,1.0,3.0,,19.0,16.0,,,Dobrý,19.285900949,48.555858691,345.607499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.0,dosková,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,3.0,30,3060,3632B00100,3632A01700,273,193,249.625,14844,249432.0,14651
cesta I. triedy,16,50,191,M4926,"50_191 Most cez rieku Slatina a železničnú trať, k.ú. Vígľaš",,1949.0,,,3.0,48.82,,11.0,10.0,,,Zlý,19.300489725,48.556267559,348.1395,Slovenská správa ciest - IVSC Banská Bystrica,Štát,48.82,trámová,monolitický železobetón,27.0,58.0,320.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,3.0,35,456924,3632A06600,3632A01801,980,230,250.771,16030,250320.0,15800
cesta I. triedy,16,50,192,M4793,50_192 Most cez potok Šulajka pri obci Pstruša,,1950.0,,,1.0,3.0,,11.0,10.0,,,Zlý,19.3147081,48.54645551,360.789999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.0,dosková,monolitický železobetón,33.0,69.0,320.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,3.0,38,456943,3632A07100,3632A07200,548,256,252.413,17735,252157.0,17479
cesta I. triedy,16,,193,M6014,50_193 Most cez zátopový potok pri obci Pstruša,,1950.0,,,1.0,10.7,,11.1,10.1,,,Zlý,19.329586469,48.54590977,358.6625,Slovenská správa ciest - IVSC Banská Bystrica,Štát,10.7,trámová,prefabrikovaný predpätý betón,30.0,67.0,178.0,podľa tabuliek,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,3.0,41,665920,3632A44300,3641A14803,283,199,253.413,18834,253419.0,18635
cesta I. triedy,16,,196,M5723,50_196 Most cez železničnú trať pri obci Pstruša,,1949.0,,,1.0,15.0,,11.0,10.0,,,Veľmi zlý,19.334897026,48.545845803,361.744999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,15.0,trámová,monolitický železobetón,25.0,64.0,408.0,porovnávací výpočet,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,3.0,44,665921,3641A14801,3641A00501,420,255,253.802,19223,253547.0,18968
cesta I. triedy,16,,197,M3355,"50_197 Most cez potok Slatinka, k.ú. Vígľaš",,1952.0,,,1.0,23.9,,10.0,10.0,,,Veľmi zlý,19.336528996,48.545830152,357.67375,Slovenská správa ciest - IVSC Banská Bystrica,Štát,23.9,klenbová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,3.0,44,665921,3641A14801,3641A00501,420,371,253.918,19339,253547.0,18968
cesta I. triedy,16,50,199,M546,"50_199 Most cez Detviansky potok, k.ú. Detva",,1950.0,,,1.0,12.0,,13.5,11.5,,,Uspokojivý,19.406414306,48.538815675,375.561249,Slovenská správa ciest - IVSC Banská Bystrica,Štát,12.0,dosková,monolitický železobetón,32.0,80.0,196.0,porovnávací výpočet,Vodný tok,v smere trasy CK,lúč,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,5.0,0,466104,3641A00703,3641A00704,84,10,259.575,24736,259565.0,24726
cesta I. triedy,16,50,200,M6416,50_200 Most cez bezmenný potok pri meste Detva,,1949.0,,,1.0,2.05,,10.0,10.0,,,Zlý,19.408962032,48.537207555,375.576,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.05,dosková,monolitický železobetón,26.0,48.0,320.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,7.0,4,460913,3641A00803,3641A07500,1967,22,259.838,24999,259816.0,24977
cesta I. triedy,16,50,201,M2486,50_201 Most cez potok Slatinka pri obci Kriváň,,1950.0,,,1.0,16.55,,9.5,9.5,,,Uspokojivý,19.426956511,48.532444787,385.186749,Slovenská správa ciest - IVSC Banská Bystrica,Štát,16.55,dosková,monolitický železobetón,32.0,80.0,196.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,7.0,4,460913,3641A00803,3641A07500,1967,1549,261.336,26526,259816.0,24977
cesta I. triedy,16,50,201A,M4601,50_201A Most cez podchod pre peších v obci Podkriváň,,1989.0,,,1.0,3.05,,14.3,14.3,,,Uspokojivý,19.46782485,48.51734216,425.894,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.05,rámová,prefabrikovaný železobetón,50.0,130.0,420.0,projektovaná,Miestna komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,8.0,5,460910,3641A00103,3641A00901,1141,0,265.002,30172,265002.0,30172
cesta I. triedy,16,50,202,M3771,"50_202 Most cez podchod pre peších, predĺženie klenbového mosta v obci Podkriváň",,1989.0,,,1.0,4.5,,12.5,12.5,,,Zlý,19.470593872,48.515428179,410.209,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.5,dosková,prefabrikovaný železobetón,50.0,130.0,276.0,projektovaná,Podchod pre chodcov,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Detva,8.0,5,460910,3641A00103,3641A00901,1141,297,265.299,30469,265002.0,30172
cesta I. triedy,16,50,204,M5880,"50_204 Most cez potok Bzovský, Dolná Bzová",,1946.0,,,1.0,11.5,,11.2,10.0,,,Uspokojivý,19.497022462,48.505913989,331.236,Slovenská správa ciest - IVSC Banská Bystrica,Štát,11.5,dosková,monolitický železobetón,13.0,39.0,129.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,11,3709,3643B00100,3643A00101,31,12,267.587,32749,267575.0,32737
cesta I. triedy,16,50,206,M6867,50_206 Most cez Krivánsky potok pri obci Píla,,1946.0,,,2.0,24.33,,10.5,10.5,,,Veľmi dobrý,19.51579407,48.485481938,290.375,Slovenská správa ciest - IVSC Banská Bystrica,Štát,24.33,dosková,monolitický železobetón,32.0,80.0,280.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,16,281035,3643A13000,3643A00200,472,147,270.3,35459,270153.0,35312
cesta I. triedy,16,50,207,M4805,50_207 Most cez potok Javor pri obci Píla,,1945.0,,,1.0,3.9,,10.15,9.5,,,Dobrý,19.515718841,48.483024846,290.875499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.9,dosková,monolitický železobetón,7.0,12.0,99.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,16,281035,3643A13000,3643A00200,472,437,270.588,35749,270153.0,35312
cesta I. triedy,16,50,208,M4842,50_208 Most cez potok Javor pri obci Píla,,1950.0,,,1.0,3.75,,11.1,10.2,,,Dobrý,19.522273613,48.4776522,286.448499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.75,dosková,monolitický železobetón,33.0,41.0,260.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,17,3722,3643A00200,3643A13100,763,745,271.368,36529,270623.0,35784
cesta I. triedy,16,50,210,M990,50_210 Most cez potok Krivánsky v obci Mýtna,,1950.0,,,1.0,12.7,,11.5,9.0,,,Dobrý,19.551876018,48.466653307,255.672,Slovenská správa ciest - IVSC Banská Bystrica,Štát,12.7,dosková,monolitický železobetón,37.0,49.0,162.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,26,281051,3643A14600,3643A14700,38,15,273.93,39086,273915.0,39071
cesta I. triedy,16,50,211,M1123,50_211 Most cez podchod pre peších v obci Mýtna,,1981.0,,,1.0,2.2,,11.5,9.9,,,Dobrý,19.55240337,48.46673464,255.5865,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.2,rámová,prefabrikovaný železobetón,50.0,71.0,420.0,projektovaná,Miestna komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,27,281052,3643A14700,3643A14800,109,13,273.966,39122,273953.0,39109
cesta I. triedy,16,50,212,M1053,50_212 Most cez potok Dobročský pri obci Mýtna,,1949.0,,,1.0,6.27,,11.0,10.1,,,Dobrý,19.566474529,48.46264039,253.08925,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.27,dosková,monolitický železobetón,24.0,48.0,216.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,30,3743,3643A00400,3643A15500,318,32,275.128,40280,275096.0,40248
cesta I. triedy,16,50,213,M2718,50_213 Most cez občasný tok pri obci Mýtna,,1945.0,,,1.0,6.35,,11.1,10.1,,,Dobrý,19.568523285,48.461806186,252.0105,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.35,dosková,monolitický železobetón,26.0,48.0,216.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,30,3743,3643A00400,3643A15500,318,210,275.306,40458,275096.0,40248
cesta I. triedy,16,50,215,M5563,50_215 Most cez Suchý potok pri obci Lovinobaňa,,1953.0,,,1.0,2.05,,9.8,9.4,,,Dobrý,19.574113292,48.453908741,249.993,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.05,dosková,monolitický železobetón,27.0,52.0,303.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,31,281060,3643A15500,3643A15600,981,871,276.284,41437,275414.0,40566
cesta I. triedy,16,50,218,M45,50_218 Most cez potok Lovinka pri obci Uderiná,,1950.0,,,1.0,6.0,,11.1,10.4,,,Uspokojivý,19.598096717,48.425933095,231.6665,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.0,dosková,monolitický železobetón,17.0,39.0,144.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,42,3752,3643A02100,3643A00700,792,531,279.925,45058,279378.0,44527
cesta I. triedy,16,50,221,M6117,50_221 Most cez potok Biela voda pri obci Podrečany,,1950.0,,,1.0,5.0,,10.45,10.05,,,Uspokojivý,19.607952,48.409740093,230.857999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,5.0,dosková,monolitický železobetón,8.0,45.0,252.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,44,3758,3643A00800,3643A00900,1844,629,281.76,46997,281234.0,46368
cesta I. triedy,16,50,223,M801,50_223 Most nad zrušenou železničnou traťou pri obci Tomášovce,,1955.0,,,1.0,6.0,,10.25,9.85,,,Dobrý,19.642474101,48.375213151,215.21575,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.0,dosková,monolitický železobetón,48.0,49.0,253.0,podľa tabuliek,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,50,3766,3643A01100,3643A22300,1457,565,286.57,51708,286043.0,51143
cesta I. triedy,16,50,225,M2702,50_225 Most cez poľnú cestu pri obci Vidiná,,1965.0,,,1.0,6.0,,10.07,9.67,,,Veľmi zlý,19.655543392,48.363109685,217.3175,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.0,dosková,prefabrikovaný železobetón,22.0,39.0,298.0,projektovaná,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,54,3882,3643A01202,3643A23200,992,468,288.259,53396,287791.0,52928
cesta I. triedy,16,50,226,M7260,"50_226 Most cez podjazd pri osade Bolontov, k.ú. Vidiná",,1965.0,,,1.0,4.9,,9.85,9.35,,,Veľmi zlý,19.666827646,48.354365056,231.758,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.9,dosková,prefabrikovaný železobetón,27.0,50.0,369.0,projektovaná,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,56,281171,3644A19500,3644A19600,1229,74,289.562,54703,289488.0,54629
cesta I. triedy,16,50,227,M2300,"50_227 Most nad železničnou traťou, Lučenec - Opatová",,1965.0,,,3.0,19.9,,11.4,8.0,,,Veľmi zlý,19.682785633,48.342267289,202.2765,Slovenská správa ciest - IVSC Banská Bystrica,Štát,19.9,dosková,prefabrikovaný železobetón,22.0,54.0,160.0,odhadom,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,59,296151,3644A00104,3644A19300,85,54,291.357,56512,291303.0,56458
cesta I. triedy,16,50,228,M4950,50_228 Most cez potok Slatinka pri meste Lučenec,,1965.0,,,1.0,15.0,,9.95,9.0,,,Zlý,19.692745586,48.343734238,183.436,Slovenská správa ciest - IVSC Banská Bystrica,Štát,15.0,trámová,prefabrikovaný predpätý betón,29.0,31.0,101.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,63,3894,3644A00202,3644A19800,1034,623,292.257,57378,291634.0,56755
cesta I. triedy,16,50,229,M3488,"50_229 Most cez rieku Ipeľ, k.ú. Pinciná",,1951.0,,,2.0,34.52,,10.1,10.1,,,Uspokojivý,19.754638488,48.358289334,191.426749,Slovenská správa ciest - IVSC Banská Bystrica,Štát,34.52,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,68,281341,3644A20500,3644A20600,623,461,297.231,62314,296770.0,61853
cesta I. triedy,16,50,230,M5110,50_230 Most cez zátopové územie pri obci Pinciná,,1955.0,,,1.0,3.0,,11.45,10.85,,,Zlý,19.758300896,48.359048703,187.544999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.0,dosková,monolitický železobetón,36.0,57.0,420.0,podľa tabuliek,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,70,281343,3644A20700,3644A20800,90,23,297.535,62615,297512.0,62592
cesta I. triedy,16,50,231,M1982,50_231 Most cez potok Petríkovský za obcou Pinciná,,1960.0,,,1.0,9.1,,10.05,9.15,,,Uspokojivý,19.765010632,48.359181676,188.58,Slovenská správa ciest - IVSC Banská Bystrica,Štát,9.1,dosková,prefabrikovaný železobetón,28.0,49.0,162.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,74,281347,3644A21100,3644A21200,1906,161,298.048,63128,297887.0,62967
cesta I. triedy,16,50,233,M239,"50_233 Most cez potok Bolíh, k.ú. Nové Hony",,1955.0,,,1.0,4.0,,11.15,10.25,,,Zlý,19.830648178,48.362731841,202.72225,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.0,dosková,monolitický železobetón,23.0,88.0,226.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,76,3900,3644A00500,3644B00100,1981,50,303.08,68166,303030.0,68116
cesta I. triedy,16,50,234,M4367,"50_234 Most cez potok Šťavica, k.ú. Nové Hony",,1993.0,,,1.0,2.1,,9.8,9.8,,,Uspokojivý,19.833172351,48.363913317,202.2525,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.1,rámová,prefabrikovaný železobetón,50.0,130.0,420.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,76,3900,3644A00500,3644B00100,1981,281,303.311,68397,303030.0,68116
cesta I. triedy,16,50,235,M7494,"50_235 Most cez Maštinský potok pri Ružovej osade, k.ú. Nové Hony",,1997.0,,,1.0,4.5,,12.5,10.2,,,Uspokojivý,19.850149489,48.373910114,204.2535,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.5,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,8.0,76,3900,3644A00500,3644B00100,1981,1969,304.984,70085,303030.0,68116
cesta I. triedy,16,50,236,M4954,"50_236 Most cez zátopové územie pri Ružovej osade, k.ú. Ožďany",,1928.0,,,1.0,2.7,,10.45,,,,Dobrý,19.851680265,48.374799991,207.436499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.7,klenbová,kameň,50.0,121.0,364.0,podľa tabuliek,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,78,394881,3644A27800,3644A27900,1352,50,305.133,70234,305083.0,70184
cesta I. triedy,16,50,237,M6309,50_237 Most cez zátopové územie pred obcou Ožďany,,1941.0,,,1.0,2.6,,8.4,8.3,,,Dobrý,19.857855553,48.375295872,208.847999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.6,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,78,394881,3644A27800,3644A27900,1352,518,305.604,70702,305083.0,70184
cesta I. triedy,16,50,238,M1171,50_238 Most cez potok Suchá pred obcou Ožďany,,1950.0,,,1.0,11.1,,11.7,9.7,,,Dobrý,19.885942759,48.37615421,205.73475,Slovenská správa ciest - IVSC Banská Bystrica,Štát,11.1,dosková,monolitický železobetón,28.0,52.0,83.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,80,20456,3644A05400,3644A28000,1304,923,307.683,72802,306762.0,71879
cesta I. triedy,16,50,242,M7283,"50_242 Most cez bezmenný potok na Čiernej Lúke, k.ú. Ožďany",,1928.0,,,1.0,2.44,,12.65,12.65,,,Dobrý,19.957023554,48.392024194,246.1,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.44,klenbová,oceľ -  plnostenná,23.0,65.0,196.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,94,394905,3644A29100,3644A29200,500,67,314.363,79525,314296.0,79458
cesta I. triedy,16,50,243,M2191,50_243 Most cez rieku Rimava v meste Rimavská Sobota,,1971.0,,,2.0,38.42,,13.0,10.5,,,Uspokojivý,19.995275431,48.391020489,211.524,Slovenská správa ciest - IVSC Banská Bystrica,Štát,38.42,dosková,prefabrikovaný predpätý betón,26.0,78.0,191.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,102,4293,3644A00302,3733A19500,1100,165,317.212,82389,317047.0,82224
cesta I. triedy,16,50,244,M6044,50_244 Most nad železničnou traťou v meste Rimavská Sobota,,1971.0,,,3.0,39.2,,13.5,10.5,,,Dobrý,20.014055848,48.392206486,226.841499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,39.2,dosková,prefabrikovaný predpätý betón,26.0,78.0,300.0,podľa tabuliek,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,103,393102,3733A19500,3733A00603,959,476,318.633,83800,318159.0,83324
cesta I. triedy,16,50,245,M197,50_245 Most cez potok Močiar za mestom Rimavská Sobota,,1971.0,,,1.0,5.8,,11.5,10.5,,,Dobrý,20.050915138,48.387682608,218.8125,Slovenská správa ciest - IVSC Banská Bystrica,Štát,5.8,dosková,prefabrikovaný železobetón,31.0,96.0,287.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,111,393111,3733A20400,3733A20500,1830,1771,321.616,86770,319848.0,84999
cesta I. triedy,16,50,246,M6763,50_246 Most cez zátopové územie pred obcou Bátka,,1928.0,,,1.0,2.1,,9.7,9.7,,,Dobrý,20.146246317,48.379132162,224.369999,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.1,klenbová,kameň,48.0,100.0,266.0,podľa tabuliek,Záplavové územie,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,120,394900,3733A26300,3733A26400,4491,3109,329.197,94368,326110.0,91259
cesta I. triedy,16,50,248,M6789,50_248 Most cez potok Blh za obcou Bátka,,1962.0,,,1.0,14.8,,10.0,8.5,,,Dobrý,20.17920123,48.382086161,178.861749,Slovenská správa ciest - IVSC Banská Bystrica,Štát,14.8,trámová,prefabrikovaný predpätý betón,30.0,61.0,124.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,8.0,126,4380,3733A01000,3733A01100,512,462,331.803,96984,331344.0,96522
