Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie,Usek,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku,Kumulatívne staničenie začiatku
cesta I. triedy,68,29,M6568,"68_029 Most cez potok Kamenec, k.ú. Kamenica",,1935.0,,,1.0,6.86,,13.7,10.5,,,Dobrý,20.953001472,49.184382703,465.292,Slovenská správa ciest - IVSC Košice,Štát,6.86,trámová,monolitický železobetón,32.0,63.0,283.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,1.0,47.0,292420.0,2743A11900,2743A12000,16.0,5,46.814,45843.0
cesta I. triedy,68,30,M2476,68_030 Most cez miestny potok za obcou Lipany,,1955.0,,,1.0,2.4,,7.9,6.5,,,Dobrý,20.956869245,49.171410241,426.148,Slovenská správa ciest - IVSC Košice,Štát,2.4,dosková,monolitický železobetón,26.0,36.0,231.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,1.0,48.0,292421.0,2743A12000,2743A12100,2146.0,1470,48.303,47324.0
cesta I. triedy,68,32,M6239,"68_032 Most cez potok Lipiansky, k.ú. Lipany",,1966.0,,,2.0,18.4,,11.0,8.5,,,Dobrý,20.960886849,49.160625612,399.553499,Slovenská správa ciest - IVSC Košice,Štát,18.4,dosková,prefabrikovaný železobetón,47.0,84.0,275.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,1.0,53.0,292426.0,2743A12500,2743A12600,48.0,11,49.579,48563.0
cesta I. triedy,68,34,M7992,68_034 Most cez Lipiansky potok v obci Lipany,Slovenská správa ciest - IVSC Košice,2011.0,HANT BA DS a.s. Považská Bystrica,A,1.0,12.46,14.58,16.15,16.15,301.08,263.53,Nezistený,20.972793,49.148005,389.0,Slovenská správa ciest - IVSC Košice,Štát,,trámová,spriahnutá betón-betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,0.0,302582.0,2743A00508,2743A00400,242.0,191,50.641,49625.0
cesta I. triedy,68,33,M7939,68_033 Most cez potok Lúčanka v Lipanoch,Slovenská správa ciest - IVSC Košice,2011.0,HANT BA DS a.s. Považská Bystrica,A,1.0,10.54,12.32,11.5,11.5,156.71,139.13,Nezistený,20.964326,49.150784,389.0,Slovenská správa ciest - IVSC Košice,Štát,,trámová,spriahnutá betón-betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,2.0,292440.0,2743A13600,2743A13700,375.0,355,51.302,50286.0
cesta I. triedy,68,35,M6279,68_035 Most cez Milpošský potok pro odbočke do obce Milpoš,,1949.0,,,1.0,7.0,,9.4,8.0,,,Dobrý,21.00546697,49.140821505,361.034,Slovenská správa ciest - IVSC Košice,Štát,7.0,dosková,monolitický železobetón,13.0,31.0,136.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,5.0,5963.0,2743A00200,2744A01300,1119.0,943,53.887,52811.0
cesta I. triedy,68,36,M6500,68_036 Most cez miestny potok v obci Červenica pri Sabinove,,1942.0,,,1.0,3.0,,8.5,6.5,,,Dobrý,21.012907107,49.139134002,356.353499,Slovenská správa ciest - IVSC Košice,Štát,3.0,dosková,monolitický železobetón,26.0,40.0,350.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,6.0,5965.0,2744A01300,2744A09700,931.0,398,54.476,53385.0
cesta I. triedy,68,37,M518,68_037 Most cez miestny potok v obci Červenica pri Sabinove,,1964.0,,,1.0,6.0,,12.0,11.0,,,Dobrý,21.025829646,49.135160956,0.0,Slovenská správa ciest - IVSC Košice,Štát,6.0,dosková,prefabrikovaný železobetón,30.0,84.0,265.0,podľa tabuliek,"Vodný tok,  Vodný tok",0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,11.0,5968.0,2744A01200,2744A06000,22.0,8,55.526,54421.0
cesta I. triedy,68,38,M1017,68_038 Most cez potok Lutinka za obcou Pečovská Nová Ves,,1966.0,,,1.0,18.0,,12.0,9.5,,,Zlý,21.036410082,49.12782766,348.26325,Slovenská správa ciest - IVSC Košice,Štát,18.0,dosková,prefabrikovaný predpätý betón,20.0,62.0,154.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,14.0,292391.0,2744A22100,2744A22200,43.0,15,56.663,55558.0
cesta I. triedy,68,39,M892,68_039 Most cez potok Ginec pred obcou Pečovská Nová Ves,,1937.0,,,1.0,5.8,,8.5,6.5,,,Dobrý,21.070226309,49.115642181,320.386249,Slovenská správa ciest - IVSC Košice,Štát,5.8,dosková,monolitický železobetón,33.0,62.0,305.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,25.0,292293.0,2744A12300,2744A12400,493.0,54,59.541,58413.0
cesta I. triedy,68,40,M4258,68_040 Most cez miestny potok za mestom Sabinov,,1973.0,,,1.0,3.0,,15.7,14.7,,,Dobrý,21.07590386,49.113987556,317.759,Slovenská správa ciest - IVSC Košice,Štát,3.0,dosková,prefabrikovaný železobetón,32.0,80.0,230.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,26.0,292294.0,2744A12400,2744A12500,937.0,14,59.994,58866.0
cesta I. triedy,68,41,M3667,68_041 Most cez železničnú vlečku za mestom Sabinov,,1973.0,,,1.0,8.8,,13.0,10.0,,,Veľmi zlý,21.079425809,49.112973038,324.096999,Slovenská správa ciest - IVSC Košice,Štát,8.8,dosková,prefabrikovaný železobetón,54.0,109.0,310.0,podľa tabuliek,Železnica,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,26.0,292294.0,2744A12400,2744A12500,937.0,284,60.264,59136.0
cesta I. triedy,68,42,M6062,68_042 Most cez Čierny potok v Sabinove,,1937.0,,,1.0,12.2,,8.9,7.9,,,Veľmi zlý,21.083708972,49.109070417,332.943249,Slovenská správa ciest - IVSC Košice,Štát,12.2,trámová,monolitický železobetón,23.0,25.0,75.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,2.0,26.0,292294.0,2744A12400,2744A12500,937.0,833,60.796,59685.0
cesta I. triedy,68,43,M2871,68_043 Most cez miestny potok za obcou Okrucany,,1970.0,,,1.0,12.75,,11.1,9.3,,,Uspokojivý,21.109191215,49.095741995,318.020749,Slovenská správa ciest - IVSC Košice,Štát,12.75,dosková,prefabrikovaný predpätý betón,20.0,58.0,240.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,5.0,9.0,292320.0,2744A15000,2744A15100,653.0,36,63.293,62125.0
cesta I. triedy,68,44,M2283,68-044 Most cez miestny potok v obci Orkucany,,1928.0,,,1.0,12.0,,10.55,9.8,,,Uspokojivý,21.114472113,49.089198579,304.75525,Slovenská správa ciest - IVSC Košice,Štát,12.0,trámová,monolitický železobetón,20.0,53.0,126.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,5.0,11.0,292322.0,2744A15200,2744A15300,45.0,9,64.095,62972.0
cesta I. triedy,68,45,M6676,68_045 Most cez miestny potok za obcou Orkucany,,1990.0,,,1.0,8.16,,11.5,11.5,,,Dobrý,21.12459475,49.077704365,306.0945,Slovenská správa ciest - IVSC Košice,Štát,8.16,dosková,prefabrikovaný predpätý betón,48.0,92.0,395.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,5.0,14.0,292394.0,2744A22400,2744A22500,2109.0,1299,65.633,64485.0
cesta I. triedy,68,46,M6300,"68_046 Most cez inundačný potok, k.ú. Šarišské Michaľany",,1958.0,,,1.0,4.0,,11.0,9.0,,,Dobrý,21.140029035,49.067799344,297.319749,Slovenská správa ciest - IVSC Košice,Štát,4.0,dosková,monolitický železobetón,24.0,58.0,277.0,odhadom,Záplavové územie,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Sabinov,5.0,18.0,292398.0,2744A22800,2744A00701,129.0,124,67.256,66077.0
cesta I. triedy,68,47,M2305,68_047 Most cez bezmenný potok pred odbočkou do obce Gregorovce,,1990.0,,,1.0,16.51,,11.5,11.5,,,Dobrý,21.175829364,49.066251059,281.864499,Slovenská správa ciest - IVSC Košice,Štát,16.51,dosková,prefabrikovaný predpätý betón,48.0,90.0,324.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,5.0,21.0,6011.0,2744B00900,2744A00600,1256.0,15,69.833,68706.0
cesta I. triedy,68,48,M1891,68_048 Most cez potok Dzikov pred obcou Veľký Šariš,,1957.0,,,1.0,11.3,,11.65,10.2,,,Uspokojivý,21.215798909,49.029565031,260.8245,Slovenská správa ciest - IVSC Košice,Štát,11.3,dosková,prefabrikovaný predpätý betón,40.0,104.0,336.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,5.0,25.0,453836.0,2744A31100,2744A31200,1205.0,712,75.516,74337.0
cesta I. triedy,68,49,M5833,68_049 Most nad železničnou traťou a MK v meste Prešov,,1968.0,,,3.0,29.6,,11.95,10.7,,,Uspokojivý,21.2506724,48.990604418,246.304,Slovenská správa ciest - IVSC Košice,Štát,29.6,dosková,prefabrikovaný predpätý betón,20.0,60.0,236.0,podľa tabuliek,Železnica,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,6.0,22.0,455330.0,3722A39400,3722A00902,72.0,37,80.595,80294.0
cesta I. triedy,68,51,M5354,"68_051 Most cez potok Sekčov, pri závode Solivar v meste Prešov",,2001.0,,,1.0,26.96,,17.0,17.0,,,Veľmi dobrý,21.251705391,48.976665647,239.37025,Slovenská správa ciest - IVSC Košice,Štát,26.96,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,3.0,52047.0,3722A52800,3722A01805,707.0,15,82.197,81896.0
cesta I. triedy,68,53,M5072,68-053 Most cez potok Delňa pred obcou Haniska,,1953.0,,,2.0,25.56,,10.5,10.5,,,Zlý,21.244020032,48.962559492,238.035999,Slovenská správa ciest - IVSC Košice,Štát,25.56,dosková,monolitický železobetón,16.0,42.0,106.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,11.0,455240.0,3722A37600,3722A42200,805.0,173,84.778,83731.0
cesta I. triedy,68,55,M6255,68_055 Most cez rieku Torysa za obcou Haniska,,1953.0,,,1.0,38.44,,10.0,10.0,,,Dobrý,21.239256428,48.948879005,233.45775,Slovenská správa ciest - IVSC Košice,Štát,38.44,trámová,monolitický železobetón,19.0,56.0,143.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,13.0,455359.0,3722A42300,3722A42400,558.0,476,86.279,85351.0
cesta I. triedy,68,56,M709,68_056 Most cez poľný potok pred obcou Kendice,,2001.0,,,1.0,2.9,,9.5,9.5,,,Bezchybný,21.240316132,48.936471042,240.066,Slovenská správa ciest - IVSC Košice,Štát,2.9,dosková,prefabrikovaný železobetón,34.0,92.0,420.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,15.0,455361.0,3722A42500,3722A42600,774.0,13,87.518,86828.0
cesta I. triedy,68,57,M2325,68_057 Most cez miestny potok v obci Kendice,,1952.0,,,1.0,4.1,,12.95,10.95,,,Dobrý,21.241193252,48.925026406,236.914999,Slovenská správa ciest - IVSC Košice,Štát,4.1,dosková,monolitický železobetón,38.0,72.0,420.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,19.0,455365.0,3722A42900,3722A43100,23.0,11,88.748,88106.0
cesta I. triedy,68,58,M6662,68_058 Most cez miestny potok v obci Drienovská Nová Ves,,1956.0,,,1.0,5.0,,7.4,6.6,,,Dobrý,21.240910196,48.91215688,231.104749,Slovenská správa ciest - IVSC Košice,Štát,5.0,trámová,monolitický železobetón,33.0,80.0,379.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,25.0,455372.0,3722A43600,3722A43700,713.0,635,90.221,89561.0
cesta I. triedy,68,59,M2698,68_059 Most cez miestny potok v obci Drienovská Nová Ves,,1936.0,,,1.0,4.2,,17.7,15.7,,,Dobrý,21.242871692,48.899910182,223.75625,Slovenská správa ciest - IVSC Košice,Štát,4.2,dosková,monolitický železobetón,16.0,21.0,116.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,28.0,455375.0,3722A43900,3722A44000,140.0,3,91.305,91022.0
cesta I. triedy,68,62,M7226,68_062 Most cez miestny potok v obci Ličartovce,,1953.0,,,1.0,2.25,,8.5,8.5,,,Dobrý,21.246360769,48.878850051,219.031,Slovenská správa ciest - IVSC Košice,Štát,2.25,dosková,monolitický železobetón,22.0,34.0,194.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,31.0,455378.0,3722A44200,3722A44300,80.0,1,94.115,93426.0
cesta I. triedy,68,63,M5102,68_063 Most cez potôčik pred obcou Lemešany,,1900.0,,,1.0,3.83,,9.5,8.5,,,Veľmi dobrý,21.258487956,48.857103036,223.36825,Slovenská správa ciest - IVSC Košice,Štát,3.83,klenbová,kameň,50.0,130.0,420.0,statický výpočet,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,36.0,455383.0,3722A44700,3722A02001,2050.0,1912,96.321,96051.0
cesta I. triedy,68,64,M6972,68_064 Most cez miestny potok v obci Lemešany,,1945.0,,,1.0,3.75,,43.0,39.0,,,Dobrý,21.271332653,48.851626302,216.70725,Slovenská správa ciest - IVSC Košice,Štát,3.75,dosková,monolitický železobetón,26.0,63.0,231.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,43.0,452022.0,3722A24300,3722A24400,47.0,14,97.461,97191.0
cesta I. triedy,68,66,M6502,68_066 Most cez miestny potok v obci Janovík,,1900.0,,,1.0,2.8,,10.0,9.0,,,Uspokojivý,21.28549074,48.836327758,222.30975,Slovenská správa ciest - IVSC Košice,Štát,2.8,klenbová,kameň,40.0,104.0,320.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,51.0,452030.0,3724A31600,3724A31700,122.0,16,99.839,99190.0
cesta I. triedy,68,67,M7393,68_067 Most cez miestny potok za obcou Bretejovce,,1906.0,,,1.0,4.2,,9.5,9.5,,,Veľmi dobrý,21.2991042,48.823371437,210.702999,Slovenská správa ciest - IVSC Košice,Štát,4.2,klenbová,monolitický železobetón,26.0,48.0,168.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Prešovský kraj,Prešov,7.0,56.0,452035.0,3724A32100,3724B01300,905.0,91,101.25,100979.0
cesta I. triedy,68,067A,M5381,68_067A Most cez miestny potok v obci Budimír,,1939.0,,,1.0,4.35,,13.45,,,,Uspokojivý,21.304020981,48.799747415,212.671499,Slovenská správa ciest - IVSC Košice,Štát,4.35,dosková,monolitický železobetón,50.0,130.0,420.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice - okolie,7.0,63.0,452480.0,3724A26600,3724A26700,99.0,37,103.883,103616.0
cesta I. triedy,68,72,M4536,Most cez Myslavský potok v Košiciach,,1984.0,,,1.0,14.0,,14.56,13.56,,,Dobrý,21.266123023,48.68825201,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Košice","Národná diaľničná spoločnosť, a.s.",14.0,dosková,prefabrikovaný predpätý betón,38.0,75.0,243.0,,"Vodný tok,  Vodný tok",1.0,lúč,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice IV,8.0,2.0,9331.0,3724A00512,3724A00503,44.0,4,116.608,104908.0
cesta I. triedy,68,73,M5203,,,1984.0,,,2.0,12.2,,14.0,10.5,,,Uspokojivý,21.267558337,48.683068231,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Košice","Národná diaľničná spoločnosť, a.s.",12.2,dosková,prefabrikovaný predpätý betón,30.0,75.0,183.0,odhadom,"Miestna komunikácia,  Miestna komunikácia",1.0,medzikrižovatkový,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice IV,8.0,8.0,367956.0,3724A11402,3724A11302,446.0,373,117.178,105478.0
cesta I. triedy,68,76,M6250,68_076 Most cez Belžanský potok pred odbočkou do Hanisky,,1931.0,,,1.0,3.0,,8.4,7.8,,,Uspokojivý,21.264463493,48.616701069,196.774,Slovenská správa ciest - IVSC Košice,Štát,3.0,dosková,monolitický železobetón,18.0,52.0,262.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice - okolie,10.0,14.0,451497.0,3742A30600,3742A30700,620.0,597,124.596,112893.0
cesta I. triedy,68,77,M3895,68_077 Most cez Sokolovský potok v obci Seňa,,1973.0,,,1.0,11.85,,17.5,13.5,,,Dobrý,21.255519558,48.563844389,179.80975,Slovenská správa ciest - IVSC Košice,Štát,11.85,dosková,prefabrikovaný predpätý betón,26.0,78.0,373.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice - okolie,10.0,22.0,451390.0,3742A23000,3742A23100,264.0,189,130.53,118830.0
cesta I. triedy,68,79,M6832,68_079 Most cez bezmenný potok za obcou Seňa,,1954.0,,,1.0,2.9,,11.4,11.4,,,Dobrý,21.259709171,48.552387778,185.126499,Slovenská správa ciest - IVSC Košice,Štát,2.9,klenbová,monolitický prostý betón,26.0,48.0,280.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice - okolie,10.0,31.0,5224.0,3742A00600,3742A22600,336.0,12,131.88,120182.0
cesta I. triedy,69,5,M2469,69-005 Most cez potok Kováčová za obcou Kováčová,,1950.0,,,1.0,2.5,,8.3,8.3,,,Zlý,19.107574756,48.601432302,300.345499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.5,dosková,monolitický železobetón,22.0,35.0,247.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,1.0,1.0,482161.0,3632A08804,3632A15300,130.0,69,4.889,127.0
cesta I. triedy,69,6,M3326,69-006 Most cez potok Trebuľka pri obci Sliač,,1930.0,,,1.0,2.5,,8.0,6.9,,,Zlý,19.115536474,48.606746764,302.826749,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.5,klenbová,kameň,30.0,44.0,168.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,1.0,2.0,474194.0,3632A15300,3632A00205,1075.0,803,5.753,991.0
cesta I. triedy,69,8,M2095,69_008 Most cez potok Kováčová v k.ú. obce Sliač,,1959.0,,,1.0,4.6,,8.0,7.0,,,Dobrý,19.125833794,48.609654687,296.639249,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.6,trámová,prefabrikovaný predpätý betón,33.0,88.0,349.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,1.0,4.0,2949.0,3632A00207,3632A00701,385.0,348,6.607,1845.0
cesta I. triedy,69,9,M3260,69_009 Most cez potok Sielnický pri obci Sliač,,1953.0,,,1.0,5.0,,10.0,9.0,,,Uspokojivý,19.129676373,48.611383312,297.71725,Slovenská správa ciest - IVSC Banská Bystrica,Štát,5.0,dosková,monolitický železobetón,29.0,30.0,298.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,1.0,6.0,2944.0,3632A00702,3632A26200,226.0,213,6.951,2189.0
cesta I. triedy,69,10,M4093,69_010 Most cez podchod pre peších v obci Sliač,,1972.0,,,1.0,2.4,,13.0,9.0,,,Dobrý,19.137527298,48.622070595,305.420499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,2.4,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,porovnávací výpočet,Miestna komunikácia,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Zvolen,1.0,13.0,474185.0,3632A14400,3632A14500,1140.0,306,8.358,3596.0
cesta I. triedy,69,010A,M7353,69_010A Most cez potok Badínsky za odbočkou do obce Badín,,1950.0,,,1.0,6.0,,8.2,8.0,,,Dobrý,19.142616619,48.659001562,317.015499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,6.0,dosková,prefabrikovaný železobetón,32.0,86.0,347.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Banská Bystrica,1.0,19.0,280210.0,3632A07900,3632A08000,244.0,136,12.865,7813.0
cesta I. triedy,69,11,M274,69_011 Most cez zátopové územie pri obci Badín,,1936.0,,,1.0,3.0,,7.9,7.0,,,Uspokojivý,19.13841489,48.669013832,319.917249,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.0,dosková,monolitický železobetón,7.0,33.0,339.0,podľa tabuliek,Záplavové územie,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Banská Bystrica,1.0,22.0,280201.0,3632A32500,3632A32600,186.0,175,13.783,8976.0
cesta I. triedy,69,13,M740,69_013 Most cez Rakytovský potok pri obci Rakytovce,,1936.0,,,1.0,3.0,,9.7,8.2,,,Bezchybný,19.135342542,48.681058777,323.387499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,3.0,trámová,oceľ -  plnostenná,10.0,32.0,378.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Banská Bystrica,1.0,26.0,2906.0,3632A03700,3614A10000,1232.0,381,15.26,10463.0
cesta I. triedy,69,14,M6359,69_014 Most cez potok Kremnička v obci Kremnička,,1979.0,,,1.0,4.0,,3.9,3.4,,,Dobrý,19.132559787,48.69696521,330.822499,Slovenská správa ciest - IVSC Banská Bystrica,Štát,4.0,trámová,prefabrikovaný železobetón,36.0,80.0,426.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Banská Bystrica,1.0,28.0,280200.0,3614A10100,3614A00421,340.0,42,17.074,12269.0
cesta I. triedy,70,1,M5987,Most nad železnicou a MK v obci Kraľovany,,1970.0,,,3.0,48.39,,13.0,10.5,,,Dobrý,19.138259801,49.153815502,443.60975,Slovenská správa ciest - IVSC Žilina,Štát,48.39,dosková,prefabrikovaný predpätý betón,23.0,50.0,152.0,odhadom,Železnica,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Dolný Kubín,0.0,2.0,1811.0,2634A00103,2634A17500,583.0,120,0.202,180.0
cesta I. triedy,70,3,M4417,70_003 Most cez potok Bystrička - Dierová,,1985.0,,,1.0,8.0,,12.5,11.5,,,Dobrý,19.132845207,49.175977628,446.913499,Slovenská správa ciest - IVSC Žilina,Štát,8.0,dosková,prefabrikovaný železobetón,32.0,74.0,312.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Dolný Kubín,0.0,3.0,341773.0,2634A17500,2634A17600,2257.0,2214,2.896,2857.0
cesta I. triedy,70,9,M3262,70_009 Most cez potok Zázrivka v obci Párnica,,1993.0,,,1.0,22.82,,9.2,9.2,,,Uspokojivý,19.19160986,49.190251121,455.6805,Slovenská správa ciest - IVSC Žilina,Štát,22.82,dosková,monolitický predpätý betón,25.0,64.0,156.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Dolný Kubín,0.0,5.0,341775.0,2634A17700,2634A17800,3927.0,3895,8.061,8019.0
cesta I. triedy,70,10,M151,70_010 Most cez potok Bojkovce v obci Párnica,,1996.0,,,1.0,3.5,,8.0,8.0,,,Bezchybný,19.208023772,49.200166471,457.179,Slovenská správa ciest - IVSC Žilina,Štát,3.5,klenbová,oceľ -  plnostenná,40.0,80.0,110.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Dolný Kubín,0.0,18.0,341653.0,2632A12300,2632A12400,600.0,118,9.756,9698.0
cesta I. triedy,70,11,M1211,70_011 Most cez Istebniansky potok v obci Istebné,,1960.0,,,1.0,9.0,,11.0,9.0,,,Veľmi zlý,19.227349748,49.202099545,468.5295,Slovenská správa ciest - IVSC Žilina,Štát,9.0,dosková,prefabrikovaný železobetón,39.0,76.0,375.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Dolný Kubín,0.0,24.0,2791.0,2632A00300,2632A16300,82.0,38,11.205,11146.0
